log_target,Prediction Status Baseline
3.713572066704308,0.0
0.0,1.0
3.044522437723423,0.0
0.0,1.0
0.0,1.0
3.9318256327243257,0.0
3.1354942159291497,0.0
2.3978952727983707,1.0
0.0,1.0
5.003946305945459,0.0
3.7612001156935624,0.0
2.0794415416798357,1.0
0.0,1.0
0.0,1.0
0.0,1.0
3.4339872044851463,0.0
3.6109179126442243,0.0
0.0,1.0
4.110873864173311,0.0
3.912023005428146,0.0
4.07753744390572,0.0
2.5649493574615367,0.0
2.5649493574615367,0.0
0.0,1.0
3.58351893845611,0.0
2.772588722239781,0.0
2.772588722239781,0.0
4.02535169073515,0.0
2.8903717578961645,0.0
2.833213344056216,0.0
3.7612001156935624,0.0
3.1780538303479458,0.0
0.0,1.0
0.0,1.0
2.3978952727983707,1.0
2.0794415416798357,1.0
0.0,1.0
0.0,1.0
0.0,1.0
3.044522437723423,0.0
2.4849066497880004,0.0
2.3978952727983707,1.0
0.0,1.0
2.3978952727983707,1.0
3.5553480614894135,0.0
0.0,1.0
1.791759469228055,1.0
2.70805020110221,0.0
0.0,1.0
0.0,1.0
2.833213344056216,0.0
2.833213344056216,0.0
0.0,1.0
0.0,1.0
2.4849066497880004,0.0
0.0,1.0
1.9459101490553132,1.0
1.3862943611198906,1.0
4.634728988229636,0.0
1.6094379124341003,1.0
3.258096538021482,0.0
3.258096538021482,0.0
0.0,1.0
0.0,1.0
3.1354942159291497,0.0
0.0,1.0
4.955827057601261,0.0
4.969813299576001,0.0
4.6913478822291435,0.0
2.5649493574615367,0.0
3.258096538021482,0.0
2.8903717578961645,0.0
4.836281906951478,0.0
3.713572066704308,0.0
4.663439094112067,0.0
0.0,1.0
3.6888794541139363,0.0
4.02535169073515,0.0
5.087596335232384,0.0
0.0,1.0
3.4011973816621555,0.0
0.0,1.0
3.044522437723423,0.0
3.912023005428146,0.0
2.772588722239781,0.0
3.4339872044851463,0.0
3.4011973816621555,0.0
3.044522437723423,0.0
0.0,1.0
0.0,1.0
3.7376696182833684,0.0
4.61512051684126,0.0
3.258096538021482,0.0
2.995732273553991,0.0
3.295836866004329,0.0
3.091042453358316,0.0
2.1972245773362196,1.0
0.0,1.0
0.0,1.0
0.0,1.0
2.8903717578961645,0.0
0.0,1.0
2.772588722239781,0.0
3.6888794541139363,0.0
5.049856007249537,0.0
3.6109179126442243,0.0
2.9444389791664403,0.0
0.0,1.0
3.713572066704308,0.0
0.0,1.0
3.713572066704308,0.0
0.0,1.0
3.1354942159291497,0.0
2.0794415416798357,1.0
0.0,1.0
0.0,1.0
1.791759469228055,1.0
3.5263605246161616,0.0
0.0,1.0
4.61512051684126,0.0
0.0,1.0
3.970291913552122,0.0
2.995732273553991,0.0
3.713572066704308,0.0
4.1588830833596715,0.0
2.9444389791664403,0.0
0.0,1.0
3.295836866004329,0.0
2.3978952727983707,1.0
4.709530201312334,0.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
2.4849066497880004,0.0
2.0794415416798357,1.0
1.9459101490553132,1.0
3.332204510175204,0.0
0.0,1.0
0.0,1.0
2.1972245773362196,1.0
2.772588722239781,0.0
3.4339872044851463,0.0
4.060443010546419,0.0
2.5649493574615367,0.0
2.0794415416798357,1.0
3.258096538021482,0.0
2.70805020110221,0.0
2.4849066497880004,0.0
0.0,1.0
0.0,1.0
2.3978952727983707,1.0
0.0,1.0
3.258096538021482,0.0
2.70805020110221,0.0
2.772588722239781,0.0
0.0,1.0
2.772588722239781,0.0
3.367295829986474,0.0
2.9444389791664403,0.0
3.4965075614664802,0.0
2.8903717578961645,0.0
0.0,1.0
2.3978952727983707,1.0
0.0,1.0
2.3978952727983707,1.0
1.9459101490553132,1.0
3.332204510175204,0.0
0.0,1.0
2.6390573296152584,0.0
0.0,1.0
2.772588722239781,0.0
0.0,1.0
3.258096538021482,0.0
2.9444389791664403,0.0
3.713572066704308,0.0
0.0,1.0
1.9459101490553132,1.0
3.970291913552122,0.0
3.1780538303479458,0.0
1.791759469228055,1.0
0.0,1.0
3.367295829986474,0.0
3.091042453358316,0.0
4.919980925828125,0.0
4.990432586778736,0.0
3.8501476017100584,0.0
2.5649493574615367,0.0
3.367295829986474,0.0
4.61512051684126,0.0
0.0,1.0
3.828641396489095,0.0
3.9318256327243257,0.0
0.0,1.0
3.9889840465642745,0.0
0.0,1.0
2.1972245773362196,1.0
3.9318256327243257,0.0
0.0,1.0
3.828641396489095,0.0
3.8501476017100584,0.0
3.7612001156935624,0.0
0.0,1.0
3.6888794541139363,0.0
0.0,1.0
2.3978952727983707,1.0
3.828641396489095,0.0
0.0,1.0
4.709530201312334,0.0
2.3978952727983707,1.0
4.02535169073515,0.0
2.3978952727983707,1.0
0.0,1.0
2.9444389791664403,0.0
2.833213344056216,0.0
3.044522437723423,0.0
3.044522437723423,0.0
2.772588722239781,0.0
4.663439094112067,0.0
3.828641396489095,0.0
4.836281906951478,0.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
1.791759469228055,1.0
5.82600010738045,0.0
0.0,1.0
2.3978952727983707,1.0
4.02535169073515,0.0
3.258096538021482,0.0
4.07753744390572,0.0
5.846438775057725,0.0
1.791759469228055,1.0
3.4011973816621555,0.0
4.290459441148391,0.0
4.23410650459726,0.0
4.8283137373023015,0.0
3.8066624897703196,0.0
0.0,1.0
5.030437921392435,0.0
3.258096538021482,0.0
4.61512051684126,0.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
2.772588722239781,0.0
2.5649493574615367,0.0
0.0,1.0
0.0,1.0
1.6094379124341003,1.0
0.0,1.0
0.0,1.0
2.302585092994046,1.0
4.007333185232471,0.0
0.0,1.0
0.0,1.0
0.0,1.0
4.189654742026425,0.0
0.0,1.0
3.258096538021482,0.0
0.0,1.0
0.0,1.0
3.4339872044851463,0.0
0.0,1.0
0.0,1.0
2.3978952727983707,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
3.1354942159291497,0.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
3.044522437723423,0.0
0.0,1.0
0.0,1.0
2.772588722239781,0.0
3.044522437723423,0.0
1.791759469228055,1.0
0.0,1.0
0.0,1.0
4.23410650459726,0.0
0.0,1.0
3.044522437723423,0.0
3.044522437723423,0.0
0.0,1.0
2.70805020110221,0.0
2.5649493574615367,0.0
0.0,1.0
2.8903717578961645,0.0
3.713572066704308,0.0
3.4339872044851463,0.0
3.4011973816621555,0.0
5.049856007249537,0.0
4.812184355372417,0.0
2.0794415416798357,1.0
1.9459101490553132,1.0
2.3978952727983707,1.0
2.1972245773362196,1.0
2.3978952727983707,1.0
2.3978952727983707,1.0
2.302585092994046,1.0
3.8501476017100584,0.0
2.0794415416798357,1.0
2.3978952727983707,1.0
0.0,1.0
4.04305126783455,0.0
2.833213344056216,0.0
4.0943445622221,0.0
3.5263605246161616,0.0
4.060443010546419,0.0
3.2188758248682006,0.0
0.0,1.0
2.9444389791664403,0.0
0.0,1.0
3.091042453358316,0.0
2.1972245773362196,1.0
3.6888794541139363,0.0
2.1972245773362196,1.0
0.0,1.0
3.4657359027997265,0.0
3.4339872044851463,0.0
3.091042453358316,0.0
0.0,1.0
4.2626798770413155,0.0
1.9459101490553132,1.0
2.9444389791664403,0.0
0.0,1.0
3.295836866004329,0.0
0.0,1.0
3.2188758248682006,0.0
3.828641396489095,0.0
4.836281906951478,0.0
4.02535169073515,0.0
2.5649493574615367,0.0
0.0,1.0
2.4849066497880004,0.0
3.58351893845611,0.0
2.833213344056216,0.0
0.0,1.0
0.0,1.0
3.258096538021482,0.0
2.772588722239781,0.0
0.0,1.0
1.9459101490553132,1.0
2.5649493574615367,0.0
3.044522437723423,0.0
3.367295829986474,0.0
2.1972245773362196,1.0
0.0,1.0
0.0,1.0
0.0,1.0
1.9459101490553132,1.0
3.044522437723423,0.0
0.0,1.0
3.4339872044851463,0.0
0.0,1.0
4.875197323201151,0.0
5.3230099791384085,0.0
0.0,1.0
3.2188758248682006,0.0
2.772588722239781,0.0
0.0,1.0
3.1780538303479458,0.0
2.6390573296152584,0.0
5.0369526024136295,0.0
2.0794415416798357,1.0
3.044522437723423,0.0
2.0794415416798357,1.0
0.0,1.0
3.4339872044851463,0.0
3.6109179126442243,0.0
0.0,1.0
4.7535901911063645,0.0
0.0,1.0
2.0794415416798357,1.0
0.0,1.0
0.0,1.0
2.5649493574615367,0.0
6.415096959171596,0.0
5.375278407684165,0.0
3.5263605246161616,0.0
3.58351893845611,0.0
2.1972245773362196,1.0
4.204692619390966,0.0
3.4339872044851463,0.0
2.302585092994046,1.0
2.6390573296152584,0.0
2.1972245773362196,1.0
0.0,1.0
2.995732273553991,0.0
0.0,1.0
0.0,1.0
0.0,1.0
2.5649493574615367,0.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
1.6094379124341003,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
1.9459101490553132,1.0
0.0,1.0
3.044522437723423,0.0
3.367295829986474,0.0
0.0,1.0
2.772588722239781,0.0
2.5649493574615367,0.0
3.2188758248682006,0.0
0.0,1.0
3.4657359027997265,0.0
0.0,1.0
0.0,1.0
0.0,1.0
2.1972245773362196,1.0
4.983606621708336,0.0
4.060443010546419,0.0
4.3694478524670215,0.0
2.3978952727983707,1.0
3.044522437723423,0.0
2.772588722239781,0.0
3.6635616461296463,0.0
4.02535169073515,0.0
3.8066624897703196,0.0
3.912023005428146,0.0
3.044522437723423,0.0
3.258096538021482,0.0
4.174387269895637,0.0
3.367295829986474,0.0
4.875197323201151,0.0
0.0,1.0
3.258096538021482,0.0
3.5263605246161616,0.0
4.127134385045092,0.0
5.442417710521793,0.0
4.927253685157205,0.0
0.0,1.0
4.2626798770413155,0.0
2.9444389791664403,0.0
4.795790545596741,0.0
4.143134726391533,0.0
0.0,1.0
1.6094379124341003,1.0
2.4849066497880004,0.0
2.3978952727983707,1.0
2.8903717578961645,0.0
0.0,1.0
2.772588722239781,0.0
3.871201010907891,0.0
1.791759469228055,1.0
1.3862943611198906,1.0
3.58351893845611,0.0
3.044522437723423,0.0
2.772588722239781,0.0
0.0,1.0
0.0,1.0
0.0,1.0
3.044522437723423,0.0
3.970291913552122,0.0
3.1354942159291497,0.0
3.044522437723423,0.0
3.6888794541139363,0.0
3.1780538303479458,0.0
0.0,1.0
3.4339872044851463,0.0
3.8501476017100584,0.0
3.828641396489095,0.0
0.0,1.0
0.0,1.0
3.1354942159291497,0.0
3.8918202981106265,0.0
3.258096538021482,0.0
4.007333185232471,0.0
3.4011973816621555,0.0
5.093750200806762,0.0
3.8918202981106265,0.0
3.828641396489095,0.0
3.367295829986474,0.0
3.1780538303479458,0.0
3.1780538303479458,0.0
5.017279836814924,0.0
3.4339872044851463,0.0
5.993961427306569,0.0
0.0,1.0
2.8903717578961645,0.0
3.1354942159291497,0.0
3.258096538021482,0.0
1.791759469228055,1.0
2.772588722239781,0.0
4.02535169073515,0.0
2.772588722239781,0.0
3.784189633918261,0.0
2.772588722239781,0.0
3.6635616461296463,0.0
2.5649493574615367,0.0
3.295836866004329,0.0
3.4339872044851463,0.0
2.9444389791664403,0.0
2.8903717578961645,0.0
3.044522437723423,0.0
0.0,1.0
3.7376696182833684,0.0
3.828641396489095,0.0
0.0,1.0
0.0,1.0
2.8903717578961645,0.0
0.0,1.0
0.0,1.0
2.302585092994046,1.0
0.0,1.0
0.0,1.0
1.791759469228055,1.0
0.0,1.0
0.0,1.0
1.9459101490553132,1.0
0.0,1.0
0.0,1.0
0.0,1.0
2.0794415416798357,1.0
2.70805020110221,0.0
0.0,1.0
0.0,1.0
2.4849066497880004,0.0
2.0794415416798357,1.0
3.4339872044851463,0.0
3.1354942159291497,0.0
0.0,1.0
3.58351893845611,0.0
0.0,1.0
0.0,1.0
6.028278520230698,0.0
3.332204510175204,0.0
0.0,1.0
1.3862943611198906,1.0
2.70805020110221,0.0
3.2188758248682006,0.0
2.5649493574615367,0.0
2.5649493574615367,0.0
0.0,1.0
2.3978952727983707,1.0
0.0,1.0
2.995732273553991,0.0
3.295836866004329,0.0
4.912654885736052,0.0
3.6375861597263857,0.0
3.6375861597263857,0.0
3.044522437723423,0.0
2.302585092994046,1.0
3.8066624897703196,0.0
0.0,1.0
3.4657359027997265,0.0
2.4849066497880004,0.0
2.1972245773362196,1.0
0.0,1.0
2.772588722239781,0.0
2.0794415416798357,1.0
0.0,1.0
1.3862943611198906,1.0
2.0794415416798357,1.0
3.4339872044851463,0.0
3.5263605246161616,0.0
3.332204510175204,0.0
2.3978952727983707,1.0
0.0,1.0
2.772588722239781,0.0
3.1780538303479458,0.0
2.3978952727983707,1.0
3.044522437723423,0.0
3.332204510175204,0.0
0.0,1.0
3.332204510175204,0.0
4.060443010546419,0.0
3.258096538021482,0.0
0.0,1.0
2.9444389791664403,0.0
0.0,1.0
0.0,1.0
0.0,1.0
2.1972245773362196,1.0
1.9459101490553132,1.0
1.6094379124341003,1.0
0.0,1.0
0.0,1.0
2.3978952727983707,1.0
2.6390573296152584,0.0
0.0,1.0
0.0,1.0
3.4339872044851463,0.0
0.0,1.0
2.1972245773362196,1.0
0.0,1.0
2.772588722239781,0.0
2.302585092994046,1.0
0.0,1.0
0.0,1.0
3.367295829986474,0.0
0.0,1.0
0.0,1.0
3.6375861597263857,0.0
0.0,1.0
0.0,1.0
4.983606621708336,0.0
0.0,1.0
4.330733340286331,0.0
3.332204510175204,0.0
2.5649493574615367,0.0
3.713572066704308,0.0
1.6094379124341003,1.0
0.0,1.0
2.3978952727983707,1.0
2.5649493574615367,0.0
0.0,1.0
0.0,1.0
2.1972245773362196,1.0
2.9444389791664403,0.0
2.302585092994046,1.0
2.70805020110221,0.0
1.9459101490553132,1.0
2.9444389791664403,0.0
4.04305126783455,0.0
3.1354942159291497,0.0
4.927253685157205,0.0
2.8903717578961645,0.0
3.1780538303479458,0.0
2.0794415416798357,1.0
0.0,1.0
4.983606621708336,0.0
0.0,1.0
0.0,1.0
3.2188758248682006,0.0
3.6375861597263857,0.0
0.0,1.0
0.0,1.0
0.0,1.0
3.5263605246161616,0.0
0.0,1.0
3.713572066704308,0.0
0.0,1.0
4.875197323201151,0.0
2.4849066497880004,0.0
1.791759469228055,1.0
0.0,1.0
0.0,1.0
2.3978952727983707,1.0
0.0,1.0
0.0,1.0
3.58351893845611,0.0
0.0,1.0
2.772588722239781,0.0
1.791759469228055,1.0
3.6635616461296463,0.0
4.2626798770413155,0.0
1.791759469228055,1.0
2.3978952727983707,1.0
0.0,1.0
7.461065514354283,0.0
3.9318256327243257,0.0
0.0,1.0
4.454347296253507,0.0
1.9459101490553132,1.0
5.517452896464707,0.0
5.5053315359323625,0.0
0.0,1.0
2.302585092994046,1.0
0.0,1.0
4.174387269895637,0.0
3.4965075614664802,0.0
2.772588722239781,0.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
5.3981627015177525,0.0
5.3706380281276624,0.0
1.9459101490553132,1.0
0.0,1.0
4.74493212836325,0.0
5.351858133476067,0.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
3.4339872044851463,0.0
2.70805020110221,0.0
2.0794415416798357,1.0
2.302585092994046,1.0
4.02535169073515,0.0
2.6390573296152584,0.0
2.772588722239781,0.0
0.0,1.0
0.0,1.0
3.332204510175204,0.0
3.5553480614894135,0.0
1.9459101490553132,1.0
4.02535169073515,0.0
3.7376696182833684,0.0
0.0,1.0
0.0,1.0
0.0,1.0
3.871201010907891,0.0
0.0,1.0
3.58351893845611,0.0
4.02535169073515,0.0
2.70805020110221,0.0
5.313205979041787,0.0
4.189654742026425,0.0
0.0,1.0
2.0794415416798357,1.0
2.772588722239781,0.0
0.0,1.0
2.995732273553991,0.0
3.6375861597263857,0.0
3.4339872044851463,0.0
0.0,1.0
3.1354942159291497,0.0
3.5263605246161616,0.0
0.0,1.0
0.0,1.0
4.7535901911063645,0.0
0.0,1.0
3.4965075614664802,0.0
3.871201010907891,0.0
3.091042453358316,0.0
3.044522437723423,0.0
0.0,1.0
0.0,1.0
2.995732273553991,0.0
1.791759469228055,1.0
1.9459101490553132,1.0
0.0,1.0
0.0,1.0
0.0,1.0
2.772588722239781,0.0
0.0,1.0
0.0,1.0
0.0,1.0
2.3978952727983707,1.0
0.0,1.0
2.3978952727983707,1.0
2.772588722239781,0.0
3.1354942159291497,0.0
3.044522437723423,0.0
3.044522437723423,0.0
3.7376696182833684,0.0
2.772588722239781,0.0
3.332204510175204,0.0
0.0,1.0
0.0,1.0
2.995732273553991,0.0
3.713572066704308,0.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
1.3862943611198906,1.0
4.02535169073515,0.0
0.0,1.0
4.770684624465665,0.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
2.3978952727983707,1.0
1.791759469228055,1.0
2.3978952727983707,1.0
0.0,1.0
2.833213344056216,0.0
3.4011973816621555,0.0
3.044522437723423,0.0
0.0,1.0
0.0,1.0
1.3862943611198906,1.0
3.9318256327243257,0.0
2.3978952727983707,1.0
2.3978952727983707,1.0
0.0,1.0
4.189654742026425,0.0
3.713572066704308,0.0
2.8903717578961645,0.0
2.833213344056216,0.0
0.0,1.0
3.4339872044851463,0.0
4.61512051684126,0.0
1.9459101490553132,1.0
3.2188758248682006,0.0
0.0,1.0
3.5263605246161616,0.0
3.9318256327243257,0.0
2.9444389791664403,0.0
3.332204510175204,0.0
2.1972245773362196,1.0
2.302585092994046,1.0
2.5649493574615367,0.0
3.091042453358316,0.0
3.5263605246161616,0.0
4.3694478524670215,0.0
3.044522437723423,0.0
1.6094379124341003,1.0
2.833213344056216,0.0
0.0,1.0
0.0,1.0
3.2188758248682006,0.0
3.871201010907891,0.0
2.9444389791664403,0.0
0.0,1.0
2.302585092994046,1.0
0.0,1.0
2.70805020110221,0.0
2.8903717578961645,0.0
3.713572066704308,0.0
0.0,1.0
0.0,1.0
1.9459101490553132,1.0
0.0,1.0
3.58351893845611,0.0
3.091042453358316,0.0
0.0,1.0
3.58351893845611,0.0
3.9318256327243257,0.0
3.2188758248682006,0.0
3.7612001156935624,0.0
0.0,1.0
2.1972245773362196,1.0
2.1972245773362196,1.0
3.8501476017100584,0.0
1.6094379124341003,1.0
2.0794415416798357,1.0
2.9444389791664403,0.0
3.258096538021482,0.0
4.189654742026425,0.0
0.0,1.0
1.791759469228055,1.0
2.6390573296152584,0.0
2.8903717578961645,0.0
0.0,1.0
3.295836866004329,0.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
2.1972245773362196,1.0
3.2188758248682006,0.0
3.4011973816621555,0.0
0.0,1.0
4.962844630259907,0.0
2.833213344056216,0.0
1.9459101490553132,1.0
2.9444389791664403,0.0
2.3978952727983707,1.0
0.0,1.0
2.5649493574615367,0.0
2.3978952727983707,1.0
2.0794415416798357,1.0
2.0794415416798357,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
3.5263605246161616,0.0
3.091042453358316,0.0
4.875197323201151,0.0
3.713572066704308,0.0
3.6888794541139363,0.0
2.70805020110221,0.0
1.9459101490553132,1.0
2.833213344056216,0.0
0.0,1.0
3.912023005428146,0.0
2.5649493574615367,0.0
0.0,1.0
0.0,1.0
0.0,1.0
2.3978952727983707,1.0
0.0,1.0
2.70805020110221,0.0
2.772588722239781,0.0
0.0,1.0
3.4965075614664802,0.0
2.3978952727983707,1.0
0.0,1.0
4.709530201312334,0.0
0.0,1.0
3.044522437723423,0.0
0.0,1.0
3.4339872044851463,0.0
0.0,1.0
4.060443010546419,0.0
3.58351893845611,0.0
2.772588722239781,0.0
3.6109179126442243,0.0
